cell,cell_ontology_class,subtissue,mouse.sex,mouse.id,plate.barcode,n_genes,n_counts
E13.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935,3143,702342.0
E13.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941,2605,141370.0
E13.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942,5887,351100.0
E13.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944,1178,1270951.0
E14.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,2027,452762.0
E14.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,2917,998053.0
E14.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560,3024,1171660.0
E14.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581,3393,596003.0
E14.MAA000641.3_9_M.1.1,brain pericyte,Cerebellum,M,3_9_M,MAA000641,3668,2703771.0
E14.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926,4182,611006.0
E14.MAA000932.3_11_M.1.1,oligodendrocyte,Hippocampus,M,3_11_M,MAA000932,2635,1036816.0
E14.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935,3332,852307.0
E14.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944,2601,1521942.0
E15.MAA000581.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000581,3432,705641.0
E15.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638,1258,205978.0
E15.MAA000923.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000923,1875,236107.0
E15.MAA000941.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000941,2196,128401.0
E16.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688,1929,2193535.0
E16.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,4327,931560.0
E16.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560,2820,648734.0
E16.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581,3634,1560576.0
E16.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923,3060,741026.0
E16.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925,2731,404264.0
E16.MAA000932.3_11_M.1.1,oligodendrocyte,Hippocampus,M,3_11_M,MAA000932,2817,743696.0
E16.MAA000941.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000941,2936,94592.0
E16.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944,2926,1857535.0
E16.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947,4730,2193109.0
E16.MAA001895.3_38_F.1.1,oligodendrocyte,Cortex,F,3_38_F,MAA001895,1918,83752.0
E17.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,2631,704109.0
E17.B003290.3_38_F.1.1,brain pericyte,Striatum,F,3_38_F,B003290,3792,486958.0
E17.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561,8226,2430039.0
E17.MAA000581.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000581,3555,1571864.0
E17.MAA000923.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000923,3490,426528.0
E17.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947,3811,1518291.0
E17.MAA001895.3_38_F.1.1,brain pericyte,Cortex,F,3_38_F,MAA001895,2762,128590.0
E18.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560,3357,1090128.0
E18.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581,1424,1810437.0
E18.MAA000638.3_9_M.1.1,endothelial cell,Cerebellum,M,3_9_M,MAA000638,1237,581155.0
E18.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926,4248,834531.0
E18.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932,3864,730342.0
E18.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942,2814,380291.0
E19.MAA000538.3_8_M.1.1,Bergmann glial cell,Cerebellum,M,3_8_M,MAA000538,4349,316037.0
E19.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_10_M,MAA000560,3814,1278927.0
E19.MAA000561.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000561,3674,1925986.0
E19.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638,1473,406724.0
E19.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926,1273,96655.0
E19.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941,3171,212536.0
E19.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944,2993,1538189.0
E2.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728,3331,2169375.0
E2.MAA000560.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000560,4236,1273888.0
E2.MAA000902.3_11_M.1.1,astrocyte,Striatum,M,3_11_M,MAA000902,3026,3134463.0
E2.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926,3085,744301.0
E2.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932,2277,519257.0
E2.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944,3234,1437895.0
E2.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894,3375,885166.0
